,Matchplayed,tpoints,mostpoints,notout,traids,successraidspercent,noofsuperraids,super10,traidpoints,avgraidpointspermatch,supertackle,high5s,totaltacklepoints,avgtackperm,totaltackle,totalstrike,name,team,year,successtackles,successtacklepercent,successfulraid,raidrating,tacklerating
764,25.0,101.0,8.0,85.71,7.0,14.28,0.0,0.0,1.0,0.04,8.0,8.0,100.0,3.68,154.0,64.93,niteshk,UP,2018.0,92.0,59.74025974025974,0.9995999999999999,79,1
269,25.0,86.0,8.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,86.0,3.28,138.0,62.31,parvesh,gf,2018.0,82.0,59.42028985507246,0.0,105,2
690,23.0,83.0,7.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,83.0,3.47,130.0,63.84,fazel,mumba,2018.0,80.0,61.53846153846154,0.0,93,3
277,25.0,76.0,8.0,96.66,30.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,76.0,2.88,140.0,54.28,sunilkumargf,gf,2018.0,72.0,51.42857142857142,0.0,127,4
412,22.0,67.0,6.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,67.0,2.81,128.0,52.34,sandeepdhull,jaipur,2018.0,62.0,48.4375,0.0,107,5
119,24.0,63.0,6.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,63.0,2.58,122.0,51.63,mahenders,bb,2018.0,62.0,50.81967213114754,0.0,104,6
748,22.0,62.0,7.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,62.0,2.68,127.0,48.81,surinder,mumba,2018.0,59.0,46.45669291338583,0.0,100,7
195,22.0,59.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,59.0,2.54,125.0,47.2,ravinderpahal,dabang,2018.0,56.0,44.800000000000004,0.0,95,8
464,22.0,58.0,5.0,87.5,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,58.0,2.54,134.0,43.28,jaideeppat,patna,2018.0,56.0,41.7910447761194,0.0,114,9
622,19.0,67.0,8.0,79.31,29.0,27.58,0.0,0.0,8.0,0.42,5.0,2.0,59.0,2.84,121.0,48.76,manjeetchhil,tn,2018.0,54.0,44.62809917355372,7.9982,55,10
544,20.0,57.0,6.0,87.5,8.0,12.5,0.0,0.0,1.0,0.05,4.0,4.0,56.0,2.6,113.0,49.55,grishmaru,pune,2018.0,52.0,46.017699115044245,1.0,72,11
488,23.0,57.0,7.0,96.29,54.0,5.55,0.0,0.0,3.0,0.13,2.0,4.0,54.0,2.26,129.0,41.86,surjeetpune,pune,2018.0,52.0,40.310077519379846,2.997,66,12
678,17.0,60.0,9.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,60.0,3.0,95.0,63.15,bharad,telugu,2018.0,51.0,53.68421052631579,0.0,88,13
648,21.0,56.0,6.0,100.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,56.0,2.28,98.0,57.14,aboz,telugu,2018.0,48.0,48.97959183673469,0.0,99,14
159,22.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,51.0,2.13,111.0,45.94,joginder,dabang,2018.0,47.0,42.34234234234234,0.0,90,15
360,22.0,49.0,6.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,49.0,2.04,105.0,46.66,kuldeepsin,hs,2018.0,45.0,42.857142857142854,0.0,108,16
402,18.0,51.0,8.0,0.0,2.0,100.0,0.0,0.0,2.0,0.11,4.0,4.0,49.0,2.5,85.0,57.64,amitjaipur,jaipur,2018.0,45.0,52.94117647058824,2.0,67,17
275,23.0,47.0,5.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,47.0,1.91,121.0,38.84,ruturaj,gf,2018.0,44.0,36.36363636363637,0.0,130,18
634,22.0,71.0,7.0,83.33,72.0,40.27,1.0,0.0,29.0,1.31,1.0,0.0,42.0,1.86,88.0,47.72,ransingh,tn,2018.0,41.0,46.590909090909086,28.9944,40,19
354,22.0,41.0,5.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,1.86,122.0,33.6,sunilhs,hs,2018.0,41.0,33.60655737704918,0.0,111,20
291,22.0,40.0,6.0,95.45,22.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,40.0,1.68,69.0,57.97,dharmarajc,hs,2018.0,37.0,53.62318840579711,0.0,119,21
137,24.0,45.0,7.0,92.59,27.0,18.51,0.0,0.0,5.0,0.2,3.0,1.0,40.0,1.54,87.0,45.97,ashishkumar,bb,2018.0,37.0,42.5287356321839,4.9977,60,22
46,19.0,40.0,5.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,40.0,1.89,90.0,44.44,jeevak,bw,2018.0,36.0,40.0,0.0,84,23
183,22.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,38.0,1.63,95.0,40.0,vishalmane,dabang,2018.0,36.0,37.89473684210527,0.0,96,24
131,15.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,38.0,2.4,71.0,53.52,amitsheoran,bb,2018.0,36.0,50.70422535211267,0.0,94,25
344,22.0,39.0,5.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,39.0,1.63,118.0,33.05,vikaskale,hs,2018.0,36.0,30.508474576271187,0.0,112,26
752,18.0,66.0,7.0,87.2,86.0,29.06,1.0,0.0,25.0,1.38,7.0,1.0,41.0,1.88,81.0,50.61,sandeepmumba,mumba,2018.0,34.0,41.9753086419753,24.9916,42,27
334,22.0,40.0,6.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,40.0,1.5,96.0,41.66,ravihas,hs,2018.0,33.0,34.375,0.0,115,28
418,16.0,38.0,8.0,86.66,15.0,33.33,0.0,0.0,5.0,0.31,3.0,4.0,33.0,1.87,81.0,40.74,sunilsid,jaipur,2018.0,30.0,37.03703703703704,4.9995,59,29
610,14.0,31.0,4.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,2.0,69.0,44.92,mohitchi,tn,2018.0,28.0,40.57971014492754,0.0,129,30
207,18.0,30.0,4.0,77.77,9.0,11.11,0.0,0.0,1.0,0.05,4.0,0.0,29.0,1.38,60.0,48.33,anilkumardd,dabang,2018.0,25.0,41.66666666666667,0.9998999999999999,75,31
287,17.0,51.0,7.0,83.82,68.0,32.35,0.0,0.0,22.0,1.29,4.0,2.0,29.0,1.47,43.0,67.44,vinodkgf,gf,2018.0,25.0,58.139534883720934,21.998,44,32
810,19.0,56.0,7.0,77.67,112.0,25.89,0.0,0.0,29.0,1.52,2.0,0.0,27.0,1.31,52.0,51.92,mohsenm,UP,2018.0,25.0,48.07692307692308,28.996800000000004,39,33
44,18.0,28.0,5.0,0.0,1.0,100.0,0.0,0.0,1.0,0.05,3.0,1.0,27.0,1.33,70.0,38.57,Baldev,bw,2018.0,24.0,34.285714285714285,1.0,73,34
686,22.0,47.0,5.0,81.66,60.0,36.66,0.0,0.0,22.0,1.0,4.0,1.0,25.0,0.95,69.0,36.23,farad,telugu,2018.0,21.0,30.434782608695656,21.996,45,35
356,19.0,28.0,6.0,85.71,7.0,42.85,0.0,0.0,3.0,0.15,5.0,1.0,25.0,1.05,60.0,41.66,parveenhs,hs,2018.0,20.0,33.33333333333333,2.9995,65,36
105,16.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.25,55.0,36.36,rajulal,bb,2018.0,20.0,36.36363636363637,0.0,117,37
72,18.0,23.0,3.0,77.77,36.0,11.11,0.0,0.0,4.0,0.22,0.0,0.0,19.0,1.05,65.0,29.23,Mayur,bw,2018.0,19.0,29.230769230769234,3.9995999999999996,61,38
68,15.0,21.0,5.0,71.42,7.0,14.28,0.0,0.0,1.0,0.06,1.0,0.0,20.0,1.26,51.0,39.21,rinku,bw,2018.0,19.0,37.254901960784316,0.9995999999999999,77,39
556,20.0,18.0,5.0,88.88,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.85,45.0,40.0,sagerpune,pune,2018.0,17.0,37.77777777777778,0.0,124,40
468,15.0,23.0,5.0,60.0,5.0,60.0,0.0,0.0,3.0,0.2,3.0,2.0,20.0,1.13,59.0,33.89,jawaharpat,patna,2018.0,17.0,28.8135593220339,3.0,63,41
608,12.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,1.33,51.0,33.33,ponparthiban,tn,2018.0,16.0,31.372549019607842,0.0,103,42
484,14.0,37.0,9.0,78.57,42.0,50.0,1.0,0.0,21.0,1.5,0.0,0.0,16.0,1.14,37.0,43.24,jaglanpat,patna,2018.0,16.0,43.24324324324324,21.0,47,43
504,22.0,102.0,10.0,72.48,189.0,46.03,3.0,2.0,87.0,3.95,1.0,0.0,15.0,0.63,38.0,39.47,manjeetpune,pune,2018.0,14.0,36.84210526315789,86.9967,22,44
123,10.0,16.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,1.3,34.0,47.05,sandeep,bb,2018.0,13.0,38.23529411764706,0.0,89,45
714,19.0,108.0,11.0,83.51,188.0,50.0,1.0,0.0,94.0,4.94,1.0,0.0,14.0,0.68,32.0,43.75,baliyan,mumba,2018.0,13.0,40.625,94.0,19,46
304,21.0,102.0,17.0,77.2,193.0,45.59,4.0,1.0,88.0,4.19,2.0,0.0,14.0,0.57,43.0,32.55,naveenhs,hs,2018.0,12.0,27.906976744186046,87.98870000000001,21,47
426,14.0,14.0,3.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.85,46.0,30.43,santhapanaselvam,jaipur,2018.0,12.0,26.08695652173913,0.0,110,48
231,21.0,73.0,8.0,81.08,111.0,54.05,0.0,0.0,60.0,2.85,1.0,0.0,13.0,0.57,44.0,29.54,vijaydd,dabang,2018.0,12.0,27.27272727272727,59.99549999999999,29,49
265,23.0,204.0,12.0,78.14,366.0,51.91,1.0,7.0,190.0,8.26,2.0,0.0,14.0,0.52,22.0,63.63,sachintan,gf,2018.0,12.0,54.54545454545454,189.99059999999997,7,50
474,13.0,18.0,5.0,81.81,11.0,54.54,0.0,0.0,6.0,0.46,0.0,0.0,12.0,0.92,29.0,41.37,oshtorakpat,patna,2018.0,12.0,41.37931034482759,5.9994,58,51
674,6.0,12.0,4.0,100.0,3.0,33.33,0.0,0.0,1.0,0.16,0.0,0.0,11.0,1.83,25.0,44.0,krush,telugu,2018.0,11.0,44.0,0.9998999999999999,74,52
744,13.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,0.84,34.0,44.11,chang,mumba,2018.0,11.0,32.35294117647059,0.0,101,53
85,24.0,282.0,22.0,77.33,375.0,72.26,12.0,13.0,271.0,11.29,0.0,0.0,11.0,0.45,40.0,27.5,pawans,bb,2018.0,11.0,27.500000000000004,270.975,1,54
368,22.0,208.0,20.0,80.32,366.0,53.55,4.0,10.0,196.0,8.9,1.0,1.0,12.0,0.5,38.0,31.57,deepakhooda,jaipur,2018.0,11.0,28.947368421052634,195.993,6,55
261,22.0,91.0,13.0,71.51,172.0,45.93,1.0,2.0,79.0,3.59,2.0,0.0,12.0,0.45,21.0,57.14,moregb,gf,2018.0,10.0,47.61904761904761,78.9996,24,56
736,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.25,21.0,47.61,rajaguru,mumba,2018.0,10.0,47.61904761904761,0.0,80,57
456,14.0,57.0,7.0,70.16,124.0,36.29,1.0,0.0,45.0,3.21,2.0,0.0,12.0,0.71,23.0,52.17,monupat,patna,2018.0,10.0,43.47826086956522,44.9996,35,58
62,10.0,14.0,4.0,100.0,1.0,200.0,0.0,0.0,2.0,0.2,3.0,0.0,12.0,0.9,23.0,52.17,adarsh,bw,2018.0,9.0,39.130434782608695,2.0,68,59
75,24.0,171.0,16.0,81.23,341.0,47.5,5.0,5.0,162.0,6.75,0.0,1.0,9.0,0.37,30.0,30.0,rohitkumar,bb,2018.0,9.0,30.0,161.975,10,60
542,10.0,12.0,3.0,81.81,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.9,38.0,31.57,shubham,pune,2018.0,9.0,23.684210526315788,0.0,123,61
664,16.0,8.0,2.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.5,36.0,22.22,carun,telugu,2018.0,8.0,22.22222222222222,0.0,86,62
430,6.0,10.0,3.0,100.0,6.0,16.66,0.0,0.0,1.0,0.16,2.0,0.0,9.0,1.16,26.0,34.61,vishaljai,jaipur,2018.0,7.0,26.923076923076923,0.9996,76,63
58,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.85,29.0,20.68,viraj,bw,2018.0,6.0,20.689655172413794,0.0,126,64
576,21.0,166.0,18.0,75.14,350.0,45.42,4.0,4.0,159.0,7.57,1.0,0.0,7.0,0.28,19.0,36.84,rahulchau,tn,2018.0,6.0,31.57894736842105,158.97,12,65
700,15.0,53.0,13.0,82.05,117.0,40.17,1.0,2.0,47.0,3.13,0.0,0.0,6.0,0.4,19.0,31.57,abhihmumb,mumba,2018.0,6.0,31.57894736842105,46.998900000000006,33,66
328,22.0,177.0,15.0,77.23,347.0,49.56,5.0,6.0,172.0,7.81,0.0,0.0,5.0,0.22,18.0,27.77,vikashk,hs,2018.0,5.0,27.77777777777778,171.9732,9,67
422,9.0,31.0,11.0,78.94,57.0,43.85,1.0,0.0,25.0,2.77,1.0,0.0,6.0,0.55,11.0,54.54,nitinraw,jaipur,2018.0,5.0,45.45454545454545,24.994500000000002,41,68
808,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.35,31.0,19.35,amitsin,UP,2018.0,5.0,16.129032258064516,0.0,82,69
26,12.0,42.0,8.0,78.02,91.0,40.65,2.0,0.0,37.0,3.08,0.0,0.0,5.0,0.41,18.0,27.77,ravindrak,bw,2018.0,5.0,27.77777777777778,36.9915,37,70
382,17.0,74.0,13.0,75.0,140.0,50.0,1.0,3.0,70.0,4.11,0.0,0.0,4.0,0.23,9.0,44.44,deepaknar,jaipur,2018.0,4.0,44.44444444444444,70.0,27,71
129,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.57,14.0,28.57,ajaybb,bb,2018.0,4.0,28.57142857142857,0.0,98,72
788,25.0,146.0,17.0,70.48,332.0,42.46,4.0,5.0,141.0,5.64,1.0,0.0,5.0,0.16,11.0,45.45,shrinkant,UP,2018.0,4.0,36.36363636363637,140.96720000000002,15,73
394,19.0,85.0,9.0,73.63,201.0,40.29,4.0,0.0,81.0,4.26,0.0,0.0,4.0,0.21,21.0,19.04,nilesh,jaipur,2018.0,4.0,19.047619047619047,80.9829,23,74
776,23.0,104.0,10.0,79.77,262.0,38.16,3.0,1.0,100.0,4.34,0.0,0.0,4.0,0.17,19.0,21.05,rishank,UP,2018.0,4.0,21.052631578947366,99.97919999999998,18,75
171,24.0,158.0,11.0,76.89,316.0,48.41,3.0,3.0,153.0,6.37,1.0,0.0,5.0,0.16,15.0,33.33,chandranranjit,dabang,2018.0,4.0,26.666666666666668,152.9756,13,76
770,20.0,164.0,17.0,74.41,301.0,53.15,3.0,10.0,160.0,8.0,0.0,0.0,4.0,0.2,27.0,14.81,monug,UP,2018.0,4.0,14.814814814814813,159.98149999999998,11,77
179,22.0,177.0,15.0,79.47,307.0,56.02,3.0,8.0,172.0,7.81,1.0,0.0,5.0,0.18,12.0,41.66,naveenkumardd,dabang,2018.0,4.0,33.33333333333333,171.9814,8,78
93,8.0,15.0,4.0,77.77,27.0,40.74,0.0,0.0,11.0,1.37,0.0,0.0,4.0,0.5,10.0,40.0,sumits,bb,2018.0,4.0,40.0,10.9998,50,79
221,19.0,97.0,15.0,77.46,213.0,44.13,6.0,2.0,94.0,4.94,0.0,0.0,3.0,0.15,16.0,18.75,merajdd,dabang,2018.0,3.0,18.75,93.99690000000001,20,80
380,17.0,75.0,9.0,73.61,163.0,43.55,1.0,0.0,71.0,4.17,1.0,0.0,4.0,0.17,13.0,30.76,ajinka,jaipur,2018.0,3.0,23.076923076923077,70.98649999999999,26,81
658,21.0,221.0,19.0,77.57,321.0,67.91,10.0,12.0,218.0,10.38,0.0,0.0,3.0,0.14,9.0,33.33,siddharth,telugu,2018.0,3.0,33.33333333333333,217.99110000000002,3,82
235,19.0,61.0,9.0,77.63,152.0,38.15,2.0,0.0,58.0,3.05,0.0,0.0,3.0,0.15,19.0,15.78,rogitgulia,gf,2018.0,3.0,15.789473684210526,57.988,30,83
135,6.0,3.0,1.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,11.0,27.27,ankit,bb,2018.0,3.0,27.27272727272727,0.0,131,84
259,3.0,7.0,5.0,42.85,7.0,42.85,0.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,4.0,100.0,lalitchau,gf,2018.0,3.0,75.0,2.9995,64,85
652,2.0,4.0,3.0,85.71,7.0,14.28,0.0,0.0,1.0,0.5,0.0,0.0,3.0,1.5,8.0,37.5,amittel,telugu,2018.0,3.0,37.5,0.9995999999999999,78,86
318,15.0,41.0,11.0,76.82,82.0,46.34,3.0,1.0,38.0,2.53,0.0,0.0,3.0,0.2,9.0,33.33,selvamani,hs,2018.0,3.0,33.33333333333333,37.9988,36,87
768,9.0,23.0,8.0,68.75,48.0,43.75,1.0,0.0,21.0,2.33,0.0,0.0,2.0,0.22,5.0,40.0,azad,UP,2018.0,2.0,40.0,21.0,46,88
306,21.0,147.0,13.0,81.99,261.0,55.17,2.0,5.0,144.0,6.85,1.0,0.0,3.0,0.09,9.0,33.33,prashanth,hs,2018.0,2.0,22.22222222222222,143.99370000000002,14,89
506,11.0,102.0,20.0,83.24,191.0,52.35,1.0,4.0,100.0,9.09,0.0,0.0,2.0,0.18,9.0,22.22,nitintom,pune,2018.0,2.0,22.22222222222222,99.9885,17,90
392,6.0,4.0,2.0,54.54,11.0,18.18,0.0,0.0,2.0,0.33,0.0,0.0,2.0,0.33,3.0,66.66,lokesh,jaipur,2018.0,2.0,66.66666666666666,1.9997999999999998,70,91
32,17.0,71.0,9.0,82.38,176.0,38.63,3.0,0.0,68.0,4.0,1.0,0.0,3.0,0.11,19.0,15.78,sukeshh,bw,2018.0,2.0,10.526315789473683,67.9888,28,92
239,10.0,25.0,5.0,75.32,77.0,29.87,2.0,0.0,23.0,2.3,0.0,0.0,2.0,0.2,7.0,28.57,abolfazl,gf,2018.0,2.0,28.57142857142857,22.999900000000004,43,93
444,18.0,82.0,12.0,77.77,171.0,46.19,2.0,2.0,79.0,4.38,1.0,0.0,3.0,0.11,11.0,27.27,jangpat,patna,2018.0,2.0,18.181818181818183,78.9849,25,94
654,8.0,15.0,6.0,77.14,35.0,37.14,0.0,0.0,13.0,1.62,1.0,0.0,2.0,0.12,6.0,33.33,kamal,telugu,2018.0,1.0,16.666666666666664,12.999,49,95
